CASE_NUMBER,CASE_STATUS,RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
I-200-24001501,Certified,2026-01-16,2026-02-14,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Product Manager,197000,215969,Year,Boston,MA,02110
I-200-24001502,Certified,2026-01-23,2026-02-08,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,184500,192305,Year,Denver,CO,80202
I-200-24001503,Certified,2026-02-03,2026-02-25,DATADOG INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,205000,215088,Year,Austin,TX,78701
I-200-24001504,Certified,2025-05-23,2025-05-30,DATADOG INC,15-1299.08,Computer Occupations,Senior Product Manager,193000,208502,Year,Austin,TX,78701
I-200-24001505,Certified,2026-02-17,2026-03-12,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Senior Product Manager,194500,214396,Year,Boston,MA,02110
I-200-24001506,Certified,2025-04-09,2025-05-03,OPENAI LLC,15-1299.08,Computer Occupations,Senior Product Manager,201500,220061,Year,Boston,MA,02110
I-200-24001507,Certified,2026-02-14,2026-03-14,DATADOG INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,190500,204602,Year,Austin,TX,78701
I-200-24001508,Certified,2025-09-26,2025-10-14,APPLE INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,206000,218644,Year,Denver,CO,80202
I-200-24001509,Certified,2025-08-30,2025-09-07,MICROSOFT CORP,15-1299.08,Computer Occupations,Senior Technical Product Manager,201000,209892,Year,Denver,CO,80202
I-200-24001510,Certified,2025-08-27,2025-09-11,OPENAI LLC,15-1299.08,Computer Occupations,Senior Product Manager,191500,205000,Year,Austin,TX,78701
I-200-24001511,Certified,2026-03-07,2026-03-16,OPENAI LLC,15-1299.08,Computer Occupations,Senior Product Manager,181500,191269,Year,Austin,TX,78701
I-200-24001512,Certified,2025-03-29,2025-04-18,SNOWFLAKE INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,200000,217197,Year,Boston,MA,02110
I-200-24001513,Certified,2025-02-06,2025-03-04,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Product Manager,206500,215430,Year,Austin,TX,78701
I-200-24001514,Certified,2026-03-08,2026-03-16,CLOUDFLARE INC,15-1299.08,Computer Occupations,Senior Product Manager,150500,169360,Year,Austin,TX,78701
I-200-24001515,Certified,2025-10-05,2025-10-24,APPLE INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,195000,206779,Year,Boston,MA,02110
I-200-24001516,Certified,2025-07-26,2025-08-16,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,196000,203392,Year,Boston,MA,02110
I-200-24001517,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Senior Product Manager,2500000,2500000,Year,Boston,MA,02110
I-200-24001518,Certified,2025-02-03,2025-02-20,CLOUDFLARE INC,15-1299.08,Computer Occupations,Senior Product Manager,172000,177230,Year,Salt Lake City,UT,84101
I-200-24001519,Certified,2025-03-23,2025-04-15,SNOWFLAKE INC,15-1299.08,Computer Occupations,Senior Product Manager,132000,150039,Year,Raleigh,NC,27601
I-200-24001520,Certified,2025-07-04,2025-07-24,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Technical Product Manager,180000,195230,Year,Raleigh,NC,27601
I-200-24001521,Certified,2026-03-20,2026-04-17,META PLATFORMS INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,156000,165823,Year,Atlanta,GA,30303
I-200-24001522,Certified,2025-03-27,2025-04-03,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Senior Product Manager,143500,149228,Year,Salt Lake City,UT,84101
I-200-24001523,Certified,2025-06-22,2025-07-18,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Technical Product Manager,174500,181586,Year,Atlanta,GA,30303
I-200-24001524,Certified,2025-06-29,2025-07-06,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Technical Product Manager,190000,196022,Year,Raleigh,NC,27601
I-200-24001525,Certified,2025-11-29,2025-12-10,DATADOG INC,15-1299.08,Computer Occupations,Senior Product Manager,175000,185059,Year,Raleigh,NC,27601
I-200-24001526,Certified,2025-06-27,2025-07-25,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Technical Product Manager,159500,167732,Year,Atlanta,GA,30303
I-200-24001527,Certified,2025-07-10,2025-07-30,CLOUDFLARE INC,15-1299.08,Computer Occupations,Senior Product Manager,180500,189742,Year,Remote,US,00000
I-200-24001528,Certified,2025-11-14,2025-12-03,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Technical Product Manager,162500,173632,Year,Atlanta,GA,30303
I-200-24001529,Certified,2025-03-30,2025-04-22,ANTHROPIC PBC,15-1299.08,Computer Occupations,Senior Technical Product Manager,172000,189826,Year,Atlanta,GA,30303
I-200-24001530,Certified,2025-05-25,2025-06-18,META PLATFORMS INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,190000,195632,Year,Raleigh,NC,27601
I-200-24001531,Certified,2025-06-08,2025-06-18,META PLATFORMS INC,15-1299.08,Computer Occupations,Senior Product Manager,170500,180550,Year,Remote,US,00000
I-200-24001532,Certified,2026-04-08,2026-04-28,META PLATFORMS INC,15-1299.08,Computer Occupations,Senior Product Manager,190500,208756,Year,Remote,US,00000
I-200-24001533,Certified,2025-11-04,2025-11-21,STRIPE INC,15-1299.08,Computer Occupations,Senior Product Manager,162000,169488,Year,Salt Lake City,UT,84101
I-200-24001534,Certified,2025-12-09,2026-01-01,CLOUDFLARE INC,15-1299.08,Computer Occupations,Senior Product Manager,200000,215727,Year,Salt Lake City,UT,84101
I-200-24001535,Certified,2025-10-16,2025-10-28,APPLE INC,15-1299.08,Computer Occupations,Senior Product Manager,181000,188202,Year,Salt Lake City,UT,84101
I-200-24001536,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Senior Product Manager,2500000,2500000,Year,Raleigh,NC,27601
I-200-24001537,Certified,2025-06-19,2025-07-04,AIRBNB INC,15-1299.08,Computer Occupations,Staff Product Manager,248500,258257,Year,New York,NY,10001
I-200-24001538,Certified,2025-05-12,2025-06-09,STRIPE INC,15-1299.08,Computer Occupations,Staff Product Manager,268000,287117,Year,Sunnyvale,CA,94086
I-200-24001539,Certified,2025-03-03,2025-03-17,DATADOG INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,279000,284099,Year,New York,NY,10001
I-200-24001540,Certified,2026-01-16,2026-01-27,APPLE INC,15-1299.08,Computer Occupations,Staff Product Manager,298500,313010,Year,Seattle,WA,98101
I-200-24001541,Certified,2025-01-04,2025-01-13,CLOUDFLARE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,251000,262251,Year,Sunnyvale,CA,94086
I-200-24001542,Certified,2026-01-14,2026-01-30,OPENAI LLC,15-1299.08,Computer Occupations,Staff Product Manager,300500,319093,Year,Seattle,WA,98101
I-200-24001543,Certified,2025-04-15,2025-05-11,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,290000,302397,Year,Seattle,WA,98101
I-200-24001544,Certified,2025-08-13,2025-08-23,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Lead Technical Product Manager,292500,299254,Year,San Francisco,CA,94105
I-200-24001545,Certified,2025-03-01,2025-03-17,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,242000,261308,Year,San Francisco,CA,94105
I-200-24001546,Certified,2025-11-15,2025-12-15,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,248500,255647,Year,San Francisco,CA,94105
I-200-24001547,Certified,2026-02-10,2026-03-02,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Staff Product Manager,285000,298243,Year,Seattle,WA,98101
I-200-24001548,Certified,2025-01-23,2025-02-02,CLOUDFLARE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,290500,303390,Year,New York,NY,10001
I-200-24001549,Certified,2025-02-23,2025-03-20,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Staff Product Manager,285000,301275,Year,San Francisco,CA,94105
I-200-24001550,Certified,2024-12-24,2025-01-02,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Lead Technical Product Manager,262500,272489,Year,Sunnyvale,CA,94086
I-200-24001551,Certified,2025-06-30,2025-07-29,ANTHROPIC PBC,15-1299.08,Computer Occupations,Lead Technical Product Manager,274000,287202,Year,New York,NY,10001
I-200-24001552,Certified,2026-04-05,2026-04-14,ANTHROPIC PBC,15-1299.08,Computer Occupations,Lead Technical Product Manager,286500,293315,Year,Seattle,WA,98101
I-200-24001553,Certified,2025-05-02,2025-05-21,STRIPE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,270000,289851,Year,San Francisco,CA,94105
I-200-24001554,Certified,2025-06-11,2025-07-08,OPENAI LLC,15-1299.08,Computer Occupations,Lead Technical Product Manager,279500,295054,Year,Seattle,WA,98101
I-200-24001555,Certified,2025-11-18,2025-12-04,STRIPE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,261500,267275,Year,San Francisco,CA,94105
I-200-24001556,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Staff Product Manager,2500000,2500000,Year,San Francisco,CA,94105
I-200-24001557,Certified,2026-04-10,2026-05-08,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Staff Product Manager,228500,235436,Year,Austin,TX,78701
I-200-24001558,Certified,2025-08-22,2025-09-09,STRIPE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,240500,253484,Year,Austin,TX,78701
I-200-24001559,Certified,2025-06-18,2025-07-15,APPLE INC,15-1299.08,Computer Occupations,Staff Product Manager,271000,285550,Year,Austin,TX,78701
I-200-24001560,Certified,2025-12-06,2025-12-21,SNOWFLAKE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,237500,254471,Year,Boston,MA,02110
I-200-24001561,Certified,2025-02-02,2025-02-11,SNOWFLAKE INC,15-1299.08,Computer Occupations,Staff Product Manager,244500,255575,Year,Boston,MA,02110
I-200-24001562,Certified,2026-02-08,2026-02-15,DATADOG INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,221000,231087,Year,Denver,CO,80202
I-200-24001563,Certified,2025-11-11,2025-12-05,OPENAI LLC,15-1299.08,Computer Occupations,Lead Technical Product Manager,280500,292085,Year,Boston,MA,02110
I-200-24001564,Certified,2025-02-15,2025-03-11,APPLE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,242000,261487,Year,Austin,TX,78701
I-200-24001565,Certified,2025-12-26,2026-01-25,DATADOG INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,222000,238894,Year,Austin,TX,78701
I-200-24001566,Certified,2025-07-26,2025-08-20,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Staff Product Manager,247000,256652,Year,Denver,CO,80202
I-200-24001567,Certified,2025-03-11,2025-03-19,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Staff Product Manager,257500,267820,Year,Austin,TX,78701
I-200-24001568,Certified,2025-08-11,2025-09-07,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Staff Product Manager,210500,218656,Year,Boston,MA,02110
I-200-24001569,Certified,2025-03-08,2025-03-21,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,220500,237154,Year,Boston,MA,02110
I-200-24001570,Certified,2025-08-31,2025-09-26,APPLE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,215500,222630,Year,Chicago,IL,60601
I-200-24001571,Certified,2025-05-18,2025-06-11,CLOUDFLARE INC,15-1299.08,Computer Occupations,Staff Product Manager,241500,251720,Year,Austin,TX,78701
I-200-24001572,Certified,2026-04-07,2026-04-16,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Lead Technical Product Manager,225000,230628,Year,Denver,CO,80202
I-200-24001573,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Staff Product Manager,2500000,2500000,Year,Austin,TX,78701
I-200-24001574,Certified,2025-04-24,2025-05-22,APPLE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,224000,237941,Year,Remote,US,00000
I-200-24001575,Certified,2026-01-03,2026-01-31,APPLE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,202000,209331,Year,Remote,US,00000
I-200-24001576,Certified,2024-12-23,2025-01-14,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Staff Product Manager,193000,211323,Year,Salt Lake City,UT,84101
I-200-24001577,Certified,2025-01-14,2025-01-27,AIRBNB INC,15-1299.08,Computer Occupations,Staff Product Manager,227500,244172,Year,Atlanta,GA,30303
I-200-24001578,Certified,2025-02-18,2025-02-25,AIRBNB INC,15-1299.08,Computer Occupations,Staff Product Manager,240000,257353,Year,Atlanta,GA,30303
I-200-24001579,Certified,2025-04-07,2025-04-15,DATADOG INC,15-1299.08,Computer Occupations,Staff Product Manager,194000,212462,Year,Salt Lake City,UT,84101
I-200-24001580,Certified,2025-12-28,2026-01-24,MICROSOFT CORP,15-1299.08,Computer Occupations,Staff Product Manager,219500,231220,Year,Remote,US,00000
I-200-24001581,Certified,2025-02-19,2025-03-04,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,209500,219406,Year,Raleigh,NC,27601
I-200-24001582,Certified,2025-04-28,2025-05-17,STRIPE INC,15-1299.08,Computer Occupations,Staff Product Manager,197500,216310,Year,Salt Lake City,UT,84101
I-200-24001583,Certified,2025-09-22,2025-10-22,MICROSOFT CORP,15-1299.08,Computer Occupations,Lead Technical Product Manager,217500,229483,Year,Remote,US,00000
I-200-24001584,Certified,2026-02-16,2026-03-16,CLOUDFLARE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,188500,203227,Year,Remote,US,00000
I-200-24001585,Certified,2025-06-07,2025-06-22,APPLE INC,15-1299.08,Computer Occupations,Staff Product Manager,216000,229215,Year,Remote,US,00000
I-200-24001586,Certified,2026-03-25,2026-04-19,MICROSOFT CORP,15-1299.08,Computer Occupations,Staff Product Manager,231500,248500,Year,Raleigh,NC,27601
I-200-24001587,Certified,2025-10-26,2025-11-21,META PLATFORMS INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,206500,218298,Year,Remote,US,00000
I-200-24001588,Certified,2025-03-22,2025-04-08,META PLATFORMS INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,202000,219059,Year,Remote,US,00000
I-200-24001589,Certified,2024-12-23,2025-01-10,MICROSOFT CORP,15-1299.08,Computer Occupations,Staff Product Manager,196000,215506,Year,Atlanta,GA,30303
I-200-24001590,Certified,2025-03-19,2025-04-12,DATADOG INC,15-1299.08,Computer Occupations,Staff Product Manager,222500,234663,Year,Raleigh,NC,27601
I-200-24001591,Certified,2025-05-15,2025-06-05,AIRBNB INC,15-1299.08,Computer Occupations,Staff Product Manager,244500,263975,Year,Salt Lake City,UT,84101
I-200-24001592,Certified,2026-04-21,2026-05-08,APPLE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,220500,240403,Year,Atlanta,GA,30303
I-200-24001593,Certified,2025-12-23,2026-01-15,ANTHROPIC PBC,15-1299.08,Computer Occupations,Lead Technical Product Manager,211000,227369,Year,Salt Lake City,UT,84101
I-200-24001594,Certified,2025-03-06,2025-03-30,SNOWFLAKE INC,15-1299.08,Computer Occupations,Lead Technical Product Manager,214000,221910,Year,Atlanta,GA,30303
I-200-24001595,Certified,2025-03-18,2025-04-14,META PLATFORMS INC,15-1299.08,Computer Occupations,Staff Product Manager,227500,240275,Year,Remote,US,00000
I-200-24001596,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Staff Product Manager,2500000,2500000,Year,Raleigh,NC,27601
I-200-24001597,Certified,2025-10-28,2025-11-07,MICROSOFT CORP,15-1299.08,Computer Occupations,Director of Product Management,292000,304482,Year,Sunnyvale,CA,94086
I-200-24001598,Certified,2026-04-15,2026-05-06,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Director of Product Management,300000,312745,Year,New York,NY,10001
I-200-24001599,Certified,2025-08-24,2025-09-19,STRIPE INC,15-1299.08,Computer Occupations,Principal Product Manager,331500,336702,Year,San Francisco,CA,94105
I-200-24001600,Certified,2026-03-13,2026-03-29,OPENAI LLC,15-1299.08,Computer Occupations,Director of Product Management,286500,303705,Year,San Francisco,CA,94105
I-200-24001601,Certified,2026-04-11,2026-05-07,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Director of Product Management,305000,319727,Year,Sunnyvale,CA,94086
I-200-24001602,Certified,2025-08-25,2025-09-09,STRIPE INC,15-1299.08,Computer Occupations,Principal Product Manager,347500,366891,Year,San Francisco,CA,94105
I-200-24001603,Certified,2025-03-07,2025-03-20,CLOUDFLARE INC,15-1299.08,Computer Occupations,Principal Product Manager,325500,338297,Year,San Francisco,CA,94105
I-200-24001604,Certified,2025-08-01,2025-08-16,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Principal Product Manager,366000,372169,Year,Seattle,WA,98101
I-200-24001605,Certified,2025-08-31,2025-09-27,SNOWFLAKE INC,15-1299.08,Computer Occupations,Director of Product Management,320500,333975,Year,Sunnyvale,CA,94086
I-200-24001606,Certified,2025-07-12,2025-08-04,ANTHROPIC PBC,15-1299.08,Computer Occupations,Director of Product Management,350500,362844,Year,Sunnyvale,CA,94086
I-200-24001607,Certified,2025-06-04,2025-06-27,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Director of Product Management,344000,361512,Year,New York,NY,10001
I-200-24001608,Certified,2026-01-05,2026-01-17,SNOWFLAKE INC,15-1299.08,Computer Occupations,Principal Product Manager,317000,324831,Year,New York,NY,10001
I-200-24001609,Certified,2025-03-15,2025-04-13,APPLE INC,15-1299.08,Computer Occupations,Director of Product Management,348000,366045,Year,New York,NY,10001
I-200-24001610,Certified,2025-08-26,2025-09-07,OPENAI LLC,15-1299.08,Computer Occupations,Principal Product Manager,329500,340107,Year,San Francisco,CA,94105
I-200-24001611,Certified,2025-03-18,2025-04-08,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Principal Product Manager,334500,342475,Year,San Francisco,CA,94105
I-200-24001612,Certified,2025-04-24,2025-05-23,SNOWFLAKE INC,15-1299.08,Computer Occupations,Director of Product Management,348500,361258,Year,New York,NY,10001
I-200-24001613,Certified,2026-04-08,2026-05-07,STRIPE INC,15-1299.08,Computer Occupations,Director of Product Management,338000,348914,Year,Seattle,WA,98101
I-200-24001614,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Principal Product Manager,2500000,2500000,Year,San Francisco,CA,94105
